           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   107.0161     -0.3638161     -0.4040263       3.719303    
   107.0211     -0.3635824     -0.4004580       3.717935    
   107.0261     -0.3633079     -0.3968709       3.716671    
   107.0311     -0.3629925     -0.3932650       3.715386    
   107.0361     -0.3626364     -0.3896397       3.714034    
   107.0411     -0.3622400     -0.3859958       3.712678    
   107.0461     -0.3618037     -0.3823351       3.711364    
   107.0511     -0.3613273     -0.3786557       3.709939    
   107.0561     -0.3608117     -0.3749609       3.708617    
   107.0611     -0.3602570     -0.3712498       3.707227    
   107.0661     -0.3596634     -0.3675231       3.705829    
   107.0711     -0.3590313     -0.3637814       3.704426    
   107.0761     -0.3583614     -0.3600251       3.703015    
   107.0811     -0.3576539     -0.3562559       3.701641    
   107.0861     -0.3569088     -0.3524721       3.700146    
   107.0911     -0.3561269     -0.3486746       3.698666    
   107.0961     -0.3553093     -0.3448666       3.697337    
   107.1011     -0.3544554     -0.3410457       3.695818    
   107.1061     -0.3535660     -0.3372126       3.694310    
   107.1111     -0.3526422     -0.3333695       3.692909    
   107.1161     -0.3516838     -0.3295151       3.691385    
   107.1211     -0.3506917     -0.3256508       3.689917    
   107.1261     -0.3496664     -0.3217768       3.688438    
   107.1311     -0.3486082     -0.3178933       3.686900    
   107.1361     -0.3475181     -0.3140011       3.685420    
   107.1411     -0.3463962     -0.3101001       3.683881    
   107.1461     -0.3452439     -0.3061920       3.682444    
   107.1511     -0.3440605     -0.3022752       3.680828    
   107.1561     -0.3428481     -0.2983521       3.679386    
   107.1611     -0.3416055     -0.2944208       3.677717    
   107.1661     -0.3403357     -0.2904844       3.676338    
   107.1711     -0.3390376     -0.2865416       3.674761    
   107.1761     -0.3377115     -0.2825924       3.673138    
   107.1811     -0.3363598     -0.2786385       3.671691    
   107.1861     -0.3349815     -0.2746791       3.670064    
   107.1910     -0.3335788     -0.2707156       3.668611    
   107.1960     -0.3321503     -0.2667469       3.666927    
   107.2010     -0.3306992     -0.2627752       3.665536    
   107.2060     -0.3292236     -0.2587991       3.663847    
   107.2110     -0.3277264     -0.2548201       3.662401    
   107.2160     -0.3262059     -0.2508374       3.660728    
   107.2210     -0.3246660     -0.2468527       3.659345    
   107.2260     -0.3231039     -0.2428649       3.657668    
   107.2310     -0.3215230     -0.2388754       3.656230    
   107.2360     -0.3199218     -0.2348837       3.654616    
   107.2410     -0.3183020     -0.2308903       3.653076    
   107.2460     -0.3166648     -0.2268956       3.651595    
   107.2510     -0.3150095     -0.2228997       3.650007    
   107.2560     -0.3133385     -0.2189032       3.648590    
   107.2610     -0.3116505     -0.2149059       3.646998    
   107.2660     -0.3099470     -0.2109083       3.645480    
   107.2710     -0.3082286     -0.2069104       3.643975    
   107.2760     -0.3064961     -0.2029125       3.642478    
   107.2810     -0.3047507     -0.1989147       3.641037    
   107.2860     -0.3029916     -0.1949176       3.639494    
   107.2910     -0.3012201     -0.1909209       3.638024    
   107.2960     -0.2994376     -0.1869250       3.636610    
   107.3010     -0.2976432     -0.1829303       3.635094    
   107.3060     -0.2958390     -0.1789366       3.633696    
   107.3110     -0.2940234     -0.1749447       3.632152    
   107.3160     -0.2921999     -0.1709536       3.630833    
   107.3210     -0.2903669     -0.1669646       3.629357    
   107.3260     -0.2885262     -0.1629772       3.627994    
   107.3310     -0.2866759     -0.1589923       3.626445    
   107.3360     -0.2848208     -0.1550085       3.625219    
   107.3410     -0.2829583     -0.1510276       3.623785    
   107.3460     -0.2810891     -0.1470493       3.622371    
   107.3510     -0.2792151     -0.1430731       3.621072    
   107.3560     -0.2773354     -0.1390998       3.619681    
   107.3610     -0.2754514     -0.1351291       3.618358    
   107.3660     -0.2735635     -0.1311613       3.617046    
   107.3709     -0.2716716     -0.1271967       3.615704    
   107.3759     -0.2697771     -0.1232350       3.614428    
   107.3809     -0.2678802     -0.1192763       3.613163    
   107.3859     -0.2659807     -0.1153213       3.611869    
   107.3909     -0.2640800     -0.1113695       3.610638    
   107.3959     -0.2621783     -0.1074212       3.609418    
   107.4009     -0.2602754     -0.1034769       3.608168    
   107.4059     -0.2583723     -9.9536151E-02   3.606979    
   107.4109     -0.2564689     -9.5599517E-02   3.605762    
   107.4159     -0.2545664     -9.1666602E-02   3.604607    
   107.4209     -0.2526643     -8.7737933E-02   3.603425    
   107.4259     -0.2507639     -8.3813109E-02   3.602302    
   107.4309     -0.2488644     -7.9893075E-02   3.601119    
   107.4359     -0.2469683     -7.5976178E-02   3.600076    
   107.4409     -0.2450735     -7.2064541E-02   3.598932    
   107.4459     -0.2431823     -6.8156652E-02   3.597886    
   107.4509     -0.2412941     -6.4253457E-02   3.596818    
   107.4559     -0.2394094     -6.0354915E-02   3.595772    
   107.4609     -0.2375284     -5.6461077E-02   3.594744    
   107.4659     -0.2356523     -5.2571271E-02   3.593770    
   107.4709     -0.2337798     -4.8686951E-02   3.592741    
   107.4759     -0.2319130     -4.4806693E-02   3.591802    
   107.4809     -0.2300513     -4.0931460E-02   3.590844    
   107.4859     -0.2281948     -3.7061203E-02   3.589905    
   107.4909     -0.2263434     -3.3196352E-02   3.588952    
   107.4959     -0.2244990     -2.9335665E-02   3.588084    
   107.5009     -0.2226610     -2.5479870E-02   3.587202    
   107.5059     -0.2208290     -2.1629775E-02   3.586309    
   107.5109     -0.2190042     -1.7784383E-02   3.585469    
   107.5159     -0.2171876     -1.3943296E-02   3.584675    
   107.5209     -0.2153779     -1.0108164E-02   3.583840    
   107.5259     -0.2135753     -6.2787137E-03   3.583029    
   107.5309     -0.2117812     -2.4539256E-03   3.582267    
   107.5359     -0.2099964      1.3665278E-03   3.581546    
   107.5409     -0.2082195      5.1809028E-03   3.580789    
   107.5459     -0.2064515      8.9901313E-03   3.580077    
   107.5508     -0.2046920      1.2793371E-02   3.579359    
   107.5558     -0.2029419      1.6591426E-02   3.578683    
   107.5608     -0.2012016      2.0384368E-02   3.578024    
   107.5658     -0.1994705      2.4171330E-02   3.577362    
   107.5708     -0.1977496      2.7953107E-02   3.576741    
   107.5758     -0.1960385      3.1728864E-02   3.576119    
   107.5808     -0.1943381      3.5499360E-02   3.575537    
   107.5858     -0.1926485      3.9264604E-02   3.574974    
   107.5908     -0.1909687      4.3022890E-02   3.574392    
   107.5958     -0.1893010      4.6776693E-02   3.573885    
   107.6008     -0.1876441      5.0524130E-02   3.573360    
   107.6058     -0.1859988      5.4265998E-02   3.572870    
   107.6108     -0.1843646      5.8001380E-02   3.572381    
   107.6158     -0.1827422      6.1731204E-02   3.571927    
   107.6208     -0.1811314      6.5454483E-02   3.571474    
   107.6258     -0.1795329      6.9172099E-02   3.571054    
   107.6308     -0.1779462      7.2883211E-02   3.570639    
   107.6358     -0.1763728      7.6589242E-02   3.570270    
   107.6408     -0.1748109      8.0287650E-02   3.569880    
   107.6458     -0.1732620      8.3980173E-02   3.569535    
   107.6508     -0.1717261      8.7666862E-02   3.569209    
   107.6558     -0.1702029      9.1346607E-02   3.568889    
   107.6608     -0.1686933      9.5020309E-02   3.568601    
   107.6658     -0.1671966      9.8687053E-02   3.568321    
   107.6708     -0.1657136      0.1023477       3.568071    
   107.6758     -0.1642440      0.1060012       3.567832    
   107.6808     -0.1627886      0.1096486       3.567620    
   107.6858     -0.1613478      0.1132903       3.567435    
   107.6908     -0.1599194      0.1169226       3.567245    
   107.6958     -0.1585067      0.1205502       3.567100    
   107.7008     -0.1571071      0.1241694       3.566955    
   107.7058     -0.1557222      0.1277819       3.566836    
   107.7108     -0.1543520      0.1313877       3.566737    
   107.7158     -0.1529967      0.1349867       3.566658    
   107.7208     -0.1516558      0.1385778       3.566598    
   107.7258     -0.1503302      0.1421619       3.566559    
   107.7308     -0.1490196      0.1457387       3.566542    
   107.7357     -0.1477238      0.1493075       3.566543    
   107.7407     -0.1464434      0.1528691       3.566563    
   107.7457     -0.1451780      0.1564226       3.566604    
   107.7507     -0.1439290      0.1599697       3.566663    
   107.7557     -0.1426952      0.1635085       3.566747    
   107.7607     -0.1414772      0.1670395       3.566850    
   107.7657     -0.1402754      0.1705629       3.566974    
   107.7707     -0.1390889      0.1740776       3.567122    
   107.7757     -0.1379186      0.1775845       3.567281    
   107.7807     -0.1367649      0.1810845       3.567457    
   107.7857     -0.1356264      0.1845747       3.567671    
   107.7907     -0.1345048      0.1880578       3.567881    
   107.7957     -0.1333997      0.1915328       3.568122    
   107.8007     -0.1323105      0.1949985       3.568390    
   107.8057     -0.1312380      0.1984560       3.568666    
   107.8107     -0.1301821      0.2019054       3.568962    
   107.8157     -0.1291431      0.2053464       3.569278    
   107.8207     -0.1281210      0.2087790       3.569616    
   107.8257     -0.1271153      0.2122020       3.569984    
   107.8307     -0.1261273      0.2156174       3.570345    
   107.8357     -0.1251557      0.2190233       3.570754    
   107.8407     -0.1242014      0.2224205       3.571164    
   107.8457     -0.1232643      0.2258090       3.571594    
   107.8507     -0.1223444      0.2291887       3.572043    
   107.8557     -0.1214421      0.2325596       3.572511    
   107.8607     -0.1205571      0.2359214       3.572999    
   107.8657     -0.1196891      0.2392734       3.573520    
   107.8707     -0.1188392      0.2426170       3.574022    
   107.8757     -0.1180063      0.2459508       3.574580    
   107.8807     -0.1171910      0.2492754       3.575132    
   107.8857     -0.1163935      0.2525910       3.575702    
   107.8907     -0.1156139      0.2558973       3.576290    
   107.8957     -0.1148521      0.2591944       3.576897    
   107.9007     -0.1141084      0.2624820       3.577522    
   107.9057     -0.1133826      0.2657602       3.578165    
   107.9107     -0.1126748      0.2690286       3.578823    
   107.9156     -0.1119851      0.2722873       3.579499    
   107.9206     -0.1113130      0.2755356       3.580210    
   107.9256     -0.1106594      0.2787750       3.580885    
   107.9306     -0.1100235      0.2820039       3.581625    
   107.9356     -0.1094064      0.2852239       3.582328    
   107.9406     -0.1088076      0.2884341       3.583077    
   107.9456     -0.1082273      0.2916340       3.583842    
   107.9506     -0.1076653      0.2948239       3.584624    
   107.9556     -0.1071217      0.2980034       3.585420    
   107.9606     -0.1065967      0.3011726       3.586228    
   107.9656     -0.1060899      0.3043315       3.587048    
   107.9706     -0.1056016      0.3074801       3.587878    
   107.9756     -0.1051321      0.3106183       3.588719    
   107.9806     -0.1046813      0.3137469       3.589547    
   107.9856     -0.1042490      0.3168640       3.590451    
   107.9906     -0.1038358      0.3199713       3.591303    
   107.9956     -0.1034411      0.3230671       3.592234    
   108.0006     -0.1030654      0.3261528       3.593109    
   108.0056     -0.1027085      0.3292277       3.594034    
   108.0106     -0.1023709      0.3322924       3.594939    
   108.0156     -0.1020517      0.3353451       3.595925    
   108.0206     -0.1017519      0.3383872       3.596852    
   108.0256     -0.1014709      0.3414181       3.597826    
   108.0306     -0.1012089      0.3444375       3.598809    
   108.0356     -0.1009659      0.3474462       3.599768    
   108.0406     -0.1007419      0.3504432       3.600776    
   108.0456     -0.1005371      0.3534286       3.601794    
   108.0506     -0.1003512      0.3564020       3.602818    
   108.0556     -0.1001847      0.3593645       3.603818    
   108.0606     -0.1000372      0.3623149       3.604867    
   108.0656     -9.9909119E-02  0.3652541       3.605894    
   108.0706     -9.9800289E-02  0.3681811       3.606970    
   108.0756     -9.9710785E-02  0.3710963       3.608021    
   108.0806     -9.9640533E-02  0.3739989       3.609124    
   108.0856     -9.9589787E-02  0.3768896       3.610197    
